# C:/interactor-dress-on/models/Pixal3D-GGUF/Sparse/ss_flow_img_dit_1_3B_64_bf16.gguf
# magic=b'GGUF' version=3 tensors=701 kv=125
KV	general.architecture	flux
KV	general.quantization_version	2
KV	general.file_type	32
KV	comfy.gguf.orig_shape.rope_phases	[4096, 64]
T	blocks.8.norm2.weight	F32	1536
T	blocks.8.self_attn.k_rms_norm.gamma	F16	256,6
T	blocks.8.self_attn.q_rms_norm.gamma	F16	256,6
T	blocks.9.cross_attn.cross_attn_block.k_rms_norm.gamma	F16	256,6
T	blocks.9.cross_attn.cross_attn_block.q_rms_norm.gamma	F16	256,6
T	blocks.9.modulation	F32	9216
T	blocks.9.norm2.bias	F32	1536
T	blocks.9.norm2.weight	F32	1536
T	blocks.9.self_attn.k_rms_norm.gamma	F16	256,6
T	blocks.9.self_attn.q_rms_norm.gamma	F16	256,6
T	input_layer.bias	F32	1536
T	input_layer.weight	F16	256,48
T	out_layer.bias	F32	8
T	out_layer.weight	F16	1536,8
T	t_embedder.mlp.0.bias	F32	1536
T	t_embedder.mlp.0.weight	F16	256,1536
T	t_embedder.mlp.2.bias	F32	1536
T	t_embedder.mlp.2.weight	F16	1536,1536
T	blocks.0.cross_attn.cross_attn_block.to_kv.bias	F32	3072
T	blocks.0.cross_attn.cross_attn_block.to_kv.weight	BF16	1024,3072
T	blocks.0.cross_attn.cross_attn_block.to_out.bias	F32	1536
T	blocks.0.cross_attn.cross_attn_block.to_out.weight	BF16	1536,1536
T	blocks.0.cross_attn.cross_attn_block.to_q.bias	F32	1536
T	blocks.0.cross_attn.cross_attn_block.to_q.weight	BF16	1536,1536
T	blocks.0.cross_attn.proj_linear.bias	F32	1536
T	blocks.0.cross_attn.proj_linear.weight	BF16	1024,1536
T	blocks.0.mlp.mlp.0.bias	F32	8192
T	blocks.0.mlp.mlp.0.weight	BF16	1536,8192
T	blocks.0.mlp.mlp.2.bias	F32	1536
T	blocks.0.mlp.mlp.2.weight	BF16	8192,1536
T	blocks.0.self_attn.to_out.bias	F32	1536
T	blocks.0.self_attn.to_out.weight	BF16	1536,1536
T	blocks.0.self_attn.to_qkv.bias	F32	4608
T	blocks.0.self_attn.to_qkv.weight	BF16	1536,4608
T	blocks.1.cross_attn.cross_attn_block.to_kv.bias	F32	3072
T	blocks.1.cross_attn.cross_attn_block.to_kv.weight	BF16	1024,3072
